longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,,ocean_proximity,income_cat,,median_house_value,median_house_value prediction
-118.1,34.11,49,3367,523,1317,495,6.706,,<1H OCEAN,5,,351400,441424.53
-122.82,38.39,32,1437,257,752,245,4.7422,,<1H OCEAN,4,,240900,269294
-118.34,34.12,41,3257,679,1237,638,4.2415,,<1H OCEAN,3,,409600,476158.72
-118.29,34,44,1753,387,1165,380,2.1354,,<1H OCEAN,2,,105800,116100
-121.44,38.73,25,1287,224,727,236,4.7396,,INLAND,4,,135500,172806
-117.22,32.83,31,3958,727,1924,728,5.4605,,NEAR OCEAN,4,,190200,272784.06
-122.63,38.26,7,7808,1390,3551,1392,4.6069,,<1H OCEAN,4,,202300,224285
-118.17,34.18,38,1280,231,828,237,4.375,,<1H OCEAN,3,,166700,218868.01
-124.17,40.79,43,2285,479,1169,482,1.9688,,NEAR OCEAN,2,,70500,77363
-118.37,34.15,29,2630,617,1071,573,3.3669,,<1H OCEAN,3,,376100,350155.05
-118.93,34.82,24,806,168,323,136,3.5,,INLAND,3,,113900,116273
-122.24,37.47,35,2283,491,1148,436,4.5556,,NEAR OCEAN,4,,318600,351514.03
-122.26,37.85,50,1120,283,697,264,2.125,,NEAR BAY,2,,140000,143218
-118.04,33.99,36,3531,754,1613,697,3.2359,,<1H OCEAN,3,,198600,195701
-117.92,33.92,19,2181,400,1272,337,5.1952,,<1H OCEAN,4,,302100,249651
-116.51,33.89,21,1284,306,537,233,1.95,,INLAND,2,,61000,79815
-117.94,33.84,25,4016,831,2166,774,3.1884,,<1H OCEAN,3,,135400,192962
-122.07,38.24,15,7937,1635,4390,1567,3.5464,,INLAND,3,,129800,151502
-118.25,33.93,42,657,147,526,132,2.5,,<1H OCEAN,2,,110200,106702
-118.86,34.22,26,1932,280,886,289,5.0855,,<1H OCEAN,4,,232200,253811.06
-121.47,38.72,26,1708,299,911,290,4.0227,,INLAND,3,,99800,103742
-118.2,33.92,36,414,104,477,130,3.6719,,<1H OCEAN,3,,130400,127735
-122.13,37.7,21,4124,1054,2162,998,2.6321,,NEAR BAY,2,,223100,178077
-122.01,37.27,28,3825,473,1415,480,10.675,,<1H OCEAN,5,,500001,500001
-124.08,40.94,18,1550,345,941,335,2.3147,,NEAR OCEAN,2,,70100,94254
-118.31,34.26,36,1882,453,1005,409,3.8,,<1H OCEAN,3,,217100,235197
-117.29,33.2,16,2150,461,1428,407,2.4754,,NEAR OCEAN,2,,157300,156369
-117.72,33.54,13,4866,812,1909,733,4.9821,,<1H OCEAN,4,,244800,253315.02
-118.46,34.25,33,2202,433,1135,407,4.2143,,<1H OCEAN,3,,224200,217632
-120.73,39.63,17,1791,356,432,190,3.8826,,INLAND,3,,92400,123588
-122.54,38.36,40,2725,531,1167,458,3.7969,,<1H OCEAN,3,,202800,196296
-122.91,39.17,44,202,42,142,39,4.35,,INLAND,3,,68300,186769
-117.27,34.16,32,2894,427,1151,446,6.2236,,INLAND,5,,159700,255653.02
-118.23,33.93,36,501,123,487,118,1.3,,<1H OCEAN,1,,87000,99219
-117.34,34.13,29,331,85,341,107,0.7069,,INLAND,1,,70300,93626.01
-118.13,33.79,29,2937,524,1132,528,4.6133,,NEAR OCEAN,4,,500001,301102.06
-120.47,34.63,23,2441,463,1392,434,3.7917,,NEAR OCEAN,3,,142200,170401
-119.32,36.2,25,1427,246,772,221,2.2262,,INLAND,2,,64500,73251
-118.4,34.03,24,1101,318,491,287,3.2222,,<1H OCEAN,3,,319400,341991.09
-122.99,39.02,14,1582,301,851,273,3.45,,<1H OCEAN,3,,164100,123216
-117.99,33.72,14,2127,537,1338,475,3.628,,<1H OCEAN,3,,188500,198123
-117.13,32.76,29,2568,682,1191,642,2.1094,,NEAR OCEAN,2,,162500,140584
-117.23,34.51,9,5756,807,2158,758,5.5875,,INLAND,4,,167800,190505
-122.44,37.75,52,2082,425,801,411,4.2708,,NEAR BAY,3,,368900,351409.02
-121.02,37.68,28,2875,560,1608,558,3.5489,,INLAND,3,,106400,123507
-117.97,33.71,26,2553,405,1337,411,5.3737,,<1H OCEAN,4,,252900,245156
-119.3,34.42,18,5591,1042,2860,1026,3.5822,,NEAR OCEAN,3,,219900,279159.08
-117.87,33.84,10,3381,729,1584,636,5.3812,,<1H OCEAN,4,,235400,276498.01
-122.4,37.71,47,1649,328,1183,356,3.3625,,NEAR BAY,3,,223700,225669
-120.98,37.66,33,1959,342,984,356,4.5208,,INLAND,4,,114200,164206
-117.61,34.34,18,5210,912,1301,464,4.8623,,INLAND,4,,176900,173780
-121.81,37.99,18,2807,445,1315,437,4.8194,,INLAND,4,,170400,149180
-122.67,38.44,29,2551,448,1165,456,4.3587,,<1H OCEAN,3,,196400,246533
-118.3,34.07,36,2657,738,2274,723,3.425,,<1H OCEAN,3,,281700,298346.02
-119.71,36.81,19,2282,550,1034,500,1.6618,,INLAND,2,,69700,80102
-121.88,37.34,44,1267,353,1018,327,2.4196,,<1H OCEAN,2,,194400,185008
-116.93,32.81,18,2447,466,1573,472,2.6429,,<1H OCEAN,2,,125400,146128
-121.01,37.33,17,1926,410,1054,321,1.6214,,INLAND,2,,71500,104568
-123.2,39.13,26,1474,417,1065,401,1.375,,<1H OCEAN,1,,84400,111480
-116.87,32.72,13,3268,491,1431,503,5.7652,,<1H OCEAN,4,,259900,245018
-122.48,37.51,22,1564,278,761,270,4.7578,,NEAR OCEAN,4,,318500,401945.06
-118.44,34.25,35,1583,324,1481,351,3.7,,<1H OCEAN,3,,176000,161458
-120.33,34.87,24,2590,404,1093,338,3.9375,,<1H OCEAN,3,,341200,204859
-118.34,33.91,8,3937,1404,2691,1142,2.4741,,<1H OCEAN,2,,185700,183492
-118.68,34.08,18,102,17,55,21,3.9934,,NEAR OCEAN,3,,500001,362802.29
-118.46,34.05,25,4077,1151,1719,1017,3.7721,,<1H OCEAN,3,,337500,423827.28
-116.95,33.76,10,6890,1702,3141,1451,1.7079,,INLAND,2,,95900,90558
-121.22,37.79,36,1052,221,712,212,1.7228,,INLAND,2,,105000,86423
-118.15,34.04,44,647,142,457,143,3.6875,,<1H OCEAN,3,,162500,202686
-117.7,33.6,26,2283,506,634,469,2.3774,,<1H OCEAN,2,,74300,139510
-118.1,34.16,46,2863,513,1412,498,5.3272,,INLAND,4,,330200,342689
-121.48,38.61,18,1511,315,1062,304,2.3438,,INLAND,2,,89400,104048
-121.7,37.93,10,3258,612,1779,558,4.6587,,INLAND,4,,152500,187029
-122.28,37.82,52,1387,341,1074,304,1.2171,,NEAR BAY,1,,80300,103267
-121.8,38,34,2738,475,1316,459,3.5368,,INLAND,3,,122500,125347
-121.92,37.25,36,3874,656,1826,639,4.9662,,<1H OCEAN,4,,258500,262682.02
-122.41,37.79,52,5783,2747,4518,2538,1.724,,NEAR BAY,2,,225000,295795.14
-121.58,37.03,16,3120,685,2383,681,3.5551,,INLAND,3,,198600,201784
-118.35,34.07,45,7803,2154,3359,2041,3.3594,,<1H OCEAN,3,,287500,351640.19
-122.53,37.5,19,4768,807,2199,805,6.1896,,NEAR OCEAN,5,,331100,369833.08
-117.64,34.09,34,2839,659,1822,631,3.05,,INLAND,3,,121300,124581
-118.3,34.06,33,2437,1283,3906,1084,2.0332,,<1H OCEAN,2,,270000,258351
-117.09,32.71,29,2238,523,2061,504,2.5559,,NEAR OCEAN,2,,96800,111405
-117.9,33.63,28,2370,352,832,347,7.1148,,<1H OCEAN,5,,500001,419828.31
-122.45,37.72,52,1729,319,890,300,4.3036,,NEAR BAY,3,,261800,265715
-118.52,34.21,34,1663,299,762,282,5.1265,,<1H OCEAN,4,,211000,233828
-121.02,37.62,30,1721,399,1878,382,2.5363,,INLAND,2,,83900,95462
-118.29,34.03,27,1084,287,1085,279,2.135,,<1H OCEAN,2,,119600,161053
-121.16,41.78,42,2918,576,1182,440,2.1434,,INLAND,2,,44000,58111
-118.13,33.93,19,1793,447,1222,452,2.6862,,<1H OCEAN,2,,195800,169176
-117.92,33.94,27,4566,620,2045,664,5.583,,<1H OCEAN,4,,267700,267141
-121.03,37.68,20,3204,625,2016,605,2.6567,,INLAND,2,,110400,126953
-118.42,34.01,42,1700,438,997,436,2.9213,,<1H OCEAN,2,,305000,350980.02
-117.27,33.06,7,3686,733,1612,672,3.197,,NEAR OCEAN,3,,367100,194140
-121.64,36.68,16,6568,1603,6012,1565,2.3463,,<1H OCEAN,2,,156100,142577
-119.65,36.37,4,3725,783,1478,600,3.5486,,INLAND,3,,148000,100478
-117.31,34.51,18,2704,698,1611,597,2.0243,,INLAND,2,,82300,87101
-117.99,33.66,14,3155,653,951,575,3.0625,,<1H OCEAN,3,,268800,216933
-118.09,33.92,31,1983,419,1157,390,3.5455,,<1H OCEAN,3,,168300,184059
-121.02,36.24,12,2198,507,1971,502,2.6801,,<1H OCEAN,2,,100000,140983
-118.07,33.9,42,1007,224,776,228,3.8672,,<1H OCEAN,3,,162700,171966
-122.27,37.84,52,2436,541,1015,478,1.725,,NEAR BAY,2,,113900,149027
-122.25,37.5,44,348,79,154,73,4.7708,,NEAR OCEAN,4,,253800,305584.01
-118.42,34.15,31,1861,430,736,360,5.2853,,<1H OCEAN,4,,355900,448973.26
-121.08,37.69,19,6473,1212,3559,1123,3.2246,,INLAND,3,,129300,144826
-122.32,40.57,15,2524,449,1374,467,3.3816,,INLAND,3,,93800,109083
-122.45,37.69,17,2359,501,884,504,3.0625,,NEAR OCEAN,3,,87500,238423
-122.68,38.4,32,2826,627,1767,628,3.1047,,<1H OCEAN,3,,141400,169122
-118.25,34.12,11,1281,418,1584,330,2.8889,,<1H OCEAN,2,,153100,193788
-120.46,34.64,11,562,164,504,147,2.0161,,NEAR OCEAN,2,,118800,149926
-118.28,34.02,46,1098,426,1510,374,2.1382,,<1H OCEAN,2,,156300,124283
-117.34,33.16,24,1006,277,610,246,2.25,,NEAR OCEAN,2,,187500,183797
-120.97,37.84,28,2368,430,1231,403,2.883,,INLAND,2,,141900,113933
-117.25,32.79,37,1467,442,651,354,2.375,,NEAR OCEAN,2,,340400,245297
-121.64,36.72,17,4203,816,2900,827,4.1742,,<1H OCEAN,3,,159900,211327.01
-118.47,34.25,21,2692,477,1330,456,4.5417,,<1H OCEAN,4,,238900,235472
-117.14,32.72,43,1073,344,660,279,2.0529,,NEAR OCEAN,2,,168800,136310
-118.15,34.02,43,2172,605,2386,597,2.8239,,<1H OCEAN,2,,150600,170634
-117.29,33.13,4,617,105,224,105,3.9205,,NEAR OCEAN,3,,183000,211546.08
-117.96,33.78,33,1520,,658,242,4.875,,<1H OCEAN,4,,269300,211822
-122.81,38.08,19,1615,366,815,337,3.4609,,NEAR OCEAN,3,,238800,241086
-117.78,33.85,16,3781,504,1665,499,7.2554,,<1H OCEAN,5,,335600,307562
-117.89,34.1,34,2048,411,1456,416,3.125,,<1H OCEAN,3,,168600,163947
-122.16,37.74,46,1029,181,567,211,3.4844,,NEAR BAY,3,,129500,141676
-122.12,37.16,32,1602,317,752,275,5.1664,,NEAR OCEAN,4,,185100,330310.08
-118.09,33.98,37,1226,255,1068,271,3.1607,,<1H OCEAN,3,,172200,158278
-118.18,33.98,30,1735,573,2237,545,2.3444,,<1H OCEAN,2,,156100,155999
-117.91,34.06,29,3250,521,1382,513,5.112,,<1H OCEAN,4,,218300,235371
-117.68,34.15,24,1033,189,486,204,4.1719,,INLAND,3,,213500,172767
-118.3,34.05,34,1453,588,1987,589,2.096,,<1H OCEAN,2,,187500,182752
-121.88,37.43,17,3469,896,2762,808,3.3884,,<1H OCEAN,3,,245800,225748.01
-122.48,37.76,52,3260,653,1594,632,4.4094,,NEAR BAY,3,,336100,348728.04
-119.8,36.72,19,1334,336,1171,319,1.0481,,INLAND,1,,48500,52371
-123.22,39.16,29,6121,1222,3595,1189,2.631,,<1H OCEAN,2,,109600,126738
-119.17,34.17,21,2361,464,1146,396,3.6597,,NEAR OCEAN,3,,195100,217787.01
-120.32,38.71,13,1115,255,86,32,3.5667,,INLAND,3,,115600,156527
-119.64,36.56,34,576,117,363,97,2.0658,,INLAND,2,,92500,71863
-117.84,35.54,11,1751,316,765,296,5.0762,,INLAND,4,,98000,121916
-122.1,38.24,13,7367,1042,3193,983,5.3102,,NEAR BAY,4,,195000,199808
-122.27,37.32,37,2607,534,1346,507,5.3951,,NEAR OCEAN,4,,277700,385366.07
-118.1,33.89,35,994,203,602,185,3.5865,,<1H OCEAN,3,,178000,182642
-117.02,32.75,33,3296,537,1345,556,5.2835,,<1H OCEAN,4,,217100,198975.01
-117.32,34.12,37,2868,574,2055,563,2.3508,,INLAND,2,,70500,79280
-121.42,38.62,41,1087,272,462,219,2.0224,,INLAND,2,,64900,93091
-118.15,34.11,39,2618,582,1314,532,3.5875,,<1H OCEAN,3,,309300,269665
-118.14,33.91,34,2011,472,1087,423,3.0465,,<1H OCEAN,3,,187800,205346
-122.37,37.58,43,2506,432,967,428,4.7404,,NEAR OCEAN,4,,500001,404938.04
-117.13,32.9,15,2785,644,1798,630,3.7156,,<1H OCEAN,3,,175200,161271
-120.25,37.11,20,2062,466,1285,456,1.5319,,INLAND,2,,50500,77546
-117.27,32.85,26,1373,,608,268,4.425,,NEAR OCEAN,3,,475000,329196.2
-118.32,34.19,37,1335,249,485,240,4.1731,,<1H OCEAN,3,,352100,270261.05
-118.3,33.78,35,2572,504,1172,519,4.6207,,<1H OCEAN,4,,304100,271353
-121.2,38.73,11,4897,636,1931,616,7.7499,,INLAND,5,,334800,265128
-121.9,36.61,29,3412,827,1574,759,2.9309,,NEAR OCEAN,2,,217100,230180
-117.14,32.92,15,3242,595,1936,593,4.9706,,<1H OCEAN,4,,184700,206248
-118.36,34.16,32,2455,556,989,493,4.0764,,<1H OCEAN,3,,325000,353988.12
-117.89,33.92,17,2936,555,1381,535,5.4617,,<1H OCEAN,4,,190300,291729.01
-121.48,38.56,50,1587,448,877,380,2.0833,,INLAND,2,,94300,92481
-119.05,35.36,16,4507,1049,2261,959,3.3261,,INLAND,3,,118400,85524
-120.85,37.49,42,264,72,310,70,1.4063,,INLAND,1,,61500,81325
-118.34,34.08,52,1721,195,688,196,15.0001,,<1H OCEAN,5,,500001,500001
-118.1,34.13,44,1745,237,693,248,9.7912,,<1H OCEAN,5,,500001,496134.94
-117.22,33.19,16,3004,656,1948,606,2.7019,,<1H OCEAN,2,,216900,148905
-118.46,34.26,33,1358,247,738,235,5.0947,,<1H OCEAN,4,,210300,217589
-118.36,33.8,38,2553,400,1042,393,6.9742,,NEAR OCEAN,5,,500001,449139.49
-117.08,32.78,21,2919,496,984,443,4.625,,NEAR OCEAN,4,,222800,199509
-116.44,34.12,18,5584,1303,2250,1158,1.5823,,INLAND,2,,72400,75860
-117.68,33.51,4,2428,401,959,386,6.2661,,<1H OCEAN,5,,268500,315033.01
-118.45,34.04,19,3330,1010,1837,915,3.0173,,<1H OCEAN,3,,393800,347894.07
-119.34,35.6,33,2143,488,1732,509,1.9362,,INLAND,2,,59000,59871
-121.86,37.42,20,5032,808,2695,801,6.6227,,<1H OCEAN,5,,264800,302006.04
-119.98,38.93,25,1262,293,534,226,2.6607,,INLAND,2,,90400,114054
-121.83,39.74,34,3263,604,1290,594,2.575,,INLAND,2,,130300,86835
-118.31,33.96,43,2118,569,1266,500,1.747,,<1H OCEAN,2,,121000,121604
-119.84,36.79,21,3235,648,1820,614,3.3447,,INLAND,3,,71400,94088
-117.93,33.66,18,2043,250,702,246,9.6062,,<1H OCEAN,5,,414700,461783.48
-119.81,36.78,35,1012,245,633,240,2.0324,,INLAND,2,,55500,59988
-121.31,38.97,16,1210,228,726,222,2.7083,,INLAND,2,,82100,120349
-122.13,37.74,41,4400,666,1476,648,5,,NEAR BAY,4,,248900,272518.02
-120.2,34.63,14,2647,515,1487,488,4.4519,,NEAR OCEAN,3,,227900,264799.02
-117.12,32.75,20,1406,413,850,412,2.3261,,NEAR OCEAN,2,,114600,152037
-121.2,38.28,20,1732,307,999,305,3.9808,,INLAND,3,,160200,149052
-118.46,34.18,27,2582,719,2038,718,3.0877,,<1H OCEAN,3,,174200,221247
-117.77,33.84,5,4380,715,1913,741,6.7274,,<1H OCEAN,5,,266400,296834.02
-117.06,33.02,17,2635,389,994,359,5.8966,,<1H OCEAN,4,,261500,266761
-118.1,34.05,31,3559,734,2975,715,3.756,,<1H OCEAN,3,,183300,181817
-117.95,33.8,34,1654,285,905,292,4.6389,,<1H OCEAN,4,,214600,204003
-118.21,33.81,43,905,199,764,204,3.3214,,NEAR OCEAN,3,,162200,163338
-122.26,37.85,52,2643,626,1212,620,1.9167,,NEAR BAY,2,,159200,185802
-118.05,34.02,31,40,8,25,7,2.125,,<1H OCEAN,2,,375000,182929.04
-118.52,34.18,46,2082,438,1047,393,3.6534,,<1H OCEAN,3,,216000,236599
-120.74,39.39,18,453,117,152,77,1.3523,,INLAND,1,,85700,84277.99
-118.13,33.91,36,1967,316,910,306,4.4948,,<1H OCEAN,3,,190600,222067
-124.1,40.88,35,2987,578,1581,585,2.0657,,NEAR OCEAN,2,,81100,79472
-116.52,33.85,13,7559,1444,3189,1105,3.4886,,INLAND,3,,112500,141530
-121.96,38.36,11,3208,790,1772,694,2.7434,,INLAND,2,,218800,138211
-122.27,37.84,52,1688,337,853,325,2.1806,,NEAR BAY,2,,99700,147598
-121.49,39.49,20,2505,468,1174,429,2.9965,,INLAND,2,,88900,94796
-121.3,37.94,40,452,109,412,97,1.3417,,INLAND,1,,60800,62186
-117.62,33.42,23,2656,515,998,435,4.0294,,NEAR OCEAN,3,,500001,267909.06
-119.63,36.6,33,1589,294,1102,307,1.9676,,INLAND,2,,62400,59663
-118.31,33.99,47,1525,359,982,333,2.0915,,<1H OCEAN,2,,126600,108146
-116.99,32.74,18,3341,611,1952,602,3.9844,,<1H OCEAN,3,,215300,165882
-117.05,33.13,20,7746,2035,5370,1838,2.3762,,<1H OCEAN,2,,98500,139434
-117.98,33.75,37,1264,274,783,273,3.3438,,<1H OCEAN,3,,199600,188457.01
-118.35,33.8,32,1434,296,672,285,4.875,,<1H OCEAN,4,,311700,332706
-122.02,37.38,43,1261,317,836,333,4.0911,,<1H OCEAN,3,,224600,239415
-117.09,32.79,36,1936,345,861,343,3.8333,,NEAR OCEAN,3,,170000,166633
-117.98,33.95,35,4055,652,1758,639,6.1898,,<1H OCEAN,5,,282400,370666.24
-119.73,34.43,35,2703,654,1383,631,4.5278,,NEAR OCEAN,4,,340400,308340.05
-121.44,38.49,31,4297,788,2083,771,3.3878,,INLAND,3,,109300,102585
-118.2,33.87,26,703,202,757,212,2.525,,<1H OCEAN,2,,155500,164565.02
-118.14,33.76,37,3242,698,1080,629,3.901,,NEAR OCEAN,3,,432500,444235.41
-122.34,41.06,33,2149,498,631,273,1.8816,,INLAND,2,,65800,69104
-116.89,32.85,15,3560,593,1757,574,5.1185,,<1H OCEAN,4,,185300,192333
-117.97,33.68,26,3653,568,1930,585,5.7301,,<1H OCEAN,4,,260900,258868.01
-122.1,37.36,32,1433,199,498,201,9.3586,,NEAR BAY,5,,500001,498597.94
-123.25,38.54,27,3658,764,1278,518,3.3536,,NEAR OCEAN,3,,157500,225167
-116.94,32.75,4,14934,2479,6945,2418,5.1221,,<1H OCEAN,4,,229700,234527.01
-117.71,33.63,16,2497,500,1357,456,4.5909,,<1H OCEAN,4,,241800,226028
-117.97,33.82,26,4013,985,2442,922,3.7655,,<1H OCEAN,3,,197700,191995
-122.18,37.77,51,2107,471,1173,438,3.2552,,NEAR BAY,3,,120100,181696
-118.06,33.86,16,5603,938,3045,893,5.0778,,<1H OCEAN,4,,293700,248726
-120.46,37.33,4,786,116,368,109,6.3215,,INLAND,5,,138200,232666
-122.27,37.98,23,3455,479,1375,474,6.0289,,NEAR BAY,5,,218600,300192.07
-118.15,34.59,33,2111,429,1067,397,3.7344,,INLAND,3,,111400,119168
-122.14,37.41,35,2419,426,949,433,6.4588,,NEAR BAY,5,,437100,414844.08
-122.19,37.77,42,932,254,900,263,1.8039,,NEAR BAY,2,,92300,87752
-118.27,34.1,41,3729,740,1364,707,5.7778,,<1H OCEAN,4,,412700,373128.25
-119.69,36.46,29,1702,301,914,280,2.8125,,INLAND,2,,79200,77146
-118.5,34.26,33,2831,510,1340,504,4.8316,,<1H OCEAN,4,,237300,237305
-121.83,37.28,17,3057,606,2030,602,5.2166,,<1H OCEAN,4,,230900,251912
-121.52,39.12,37,102,17,29,14,4.125,,INLAND,3,,72000,122655
-122.41,37.63,37,1252,275,878,287,4.2262,,NEAR OCEAN,3,,228500,262612.01
-120.88,38.58,8,3417,604,1703,623,4.0827,,INLAND,3,,170700,161012
-118.25,34.14,37,584,260,552,235,1.8235,,<1H OCEAN,2,,275000,205065
-122.28,37.75,20,1156,365,583,326,3.1972,,NEAR BAY,3,,100000,237503.06
-116.52,32.9,18,4454,852,1754,656,4.57,,INLAND,4,,189900,203490
-117.91,33.78,33,2729,549,2223,535,4.0362,,<1H OCEAN,3,,177900,192971
-118.37,34.09,24,630,172,257,147,5.5224,,<1H OCEAN,4,,400000,361257.18
-118.23,34.1,46,2483,587,2121,553,2.2788,,<1H OCEAN,2,,152900,165978
-122.41,37.79,52,3610,1286,1504,1047,3.2059,,NEAR BAY,3,,500001,455721.56
-122.08,37.3,30,2268,404,1197,372,7.0813,,<1H OCEAN,5,,485300,418434.36
-121.3,38.13,27,1004,192,470,192,2.8942,,INLAND,2,,116700,112948
-119.63,36.58,22,1794,435,1127,359,1.2647,,INLAND,1,,55300,55802
-120.61,35.1,14,2919,691,1896,577,2.4003,,<1H OCEAN,2,,142100,153439
-117.13,33.89,4,1611,239,275,84,3.5781,,INLAND,3,,244400,144206
-119.79,36.72,19,1719,391,1369,368,1.25,,INLAND,1,,53000,57958
-118.21,34.18,14,2672,335,1113,318,12.1579,,<1H OCEAN,5,,500001,497311.96
-120.93,37.67,6,3491,657,2075,644,3.3844,,INLAND,3,,138500,130711
-120,36.7,33,1902,370,1168,358,2.6852,,INLAND,2,,70800,72401
-122.44,37.8,52,3830,,1310,963,3.4801,,NEAR BAY,3,,500001,462734.53
-118.35,33.97,26,1725,431,1130,404,3.2708,,<1H OCEAN,3,,128100,226843
-119.33,36.89,15,1879,411,755,294,2,,INLAND,2,,83300,75340
-117.95,33.92,11,3127,706,1594,694,4.3426,,<1H OCEAN,3,,141300,201068
-118.35,33.89,25,1769,440,1371,414,3.0833,,<1H OCEAN,3,,232700,234473
-122.42,37.75,52,2112,528,1227,513,3.5536,,NEAR BAY,3,,400000,316526
-121.96,37.71,6,8072,1050,3386,1062,7.2494,,<1H OCEAN,5,,336500,348344.04
-121.06,37.67,31,906,146,383,129,3.4167,,INLAND,3,,196900,153230
-118.05,34.11,42,3677,627,1779,622,5.1509,,INLAND,4,,426500,379001.01
-117.81,33.64,4,1741,225,811,233,12.3411,,<1H OCEAN,5,,500001,476284.28
-122.37,37.58,52,1900,290,665,276,4.5486,,NEAR OCEAN,4,,500001,420292.23
-122.1,39.47,43,1320,215,512,197,2.4917,,INLAND,2,,77100,73788
-117.69,33.51,4,1223,275,505,244,4.6607,,<1H OCEAN,4,,173000,299103.25
-118.25,34.07,47,2059,618,2033,544,1.9028,,<1H OCEAN,2,,217900,182894
-117.1,34.57,6,5110,1044,1938,724,3.1917,,INLAND,3,,112800,117575
-120.64,35.15,7,7922,1442,2863,1197,4.849,,<1H OCEAN,4,,275000,268785.01
-122.12,37.44,33,1509,303,748,268,4.875,,NEAR BAY,4,,373400,292611.19
-118.39,34.03,19,1450,509,746,437,3.1415,,<1H OCEAN,3,,55000,323073.12
-123.41,40.07,17,449,151,141,53,0.8362,,INLAND,1,,87500,53845.96
-117.39,34.07,26,1387,277,664,239,3.0278,,INLAND,3,,96800,114427
-116.48,33.79,14,9425,2020,1711,1000,2.6298,,INLAND,2,,145200,120357
-121.63,36.71,19,5015,1013,3251,940,3.9818,,<1H OCEAN,3,,152900,225710
-118.33,34.1,30,5293,2446,4123,2127,1.51,,<1H OCEAN,2,,187500,248930.08
-118.49,34.18,31,3073,674,1486,684,4.8984,,<1H OCEAN,4,,311700,274861
-122.49,38.22,33,1486,290,781,274,3.5647,,NEAR BAY,3,,251800,251302.02
-118.14,34.13,16,3569,821,1505,783,4.9167,,<1H OCEAN,4,,251100,337888.21
-118.14,33.97,31,2064,612,2461,573,2.0524,,<1H OCEAN,2,,160800,166094.01
-117.13,32.75,50,1476,354,698,354,3,,NEAR OCEAN,2,,168800,199845.01
-118.44,34.28,46,11,11,24,13,2.875,,<1H OCEAN,2,,162500,274832.12
-118.16,33.97,30,2419,715,3208,719,2.1743,,<1H OCEAN,2,,176000,163216
-117.47,34.06,33,1379,273,884,229,2.7574,,INLAND,2,,125000,101643
-118.43,34.24,36,1379,265,896,246,4.6827,,<1H OCEAN,4,,183800,205924.04
-120.93,39.9,20,1511,328,791,320,2.0221,,INLAND,2,,70900,78590
-120.97,37.61,16,1326,375,884,375,1.871,,INLAND,2,,103900,119895
-123.01,38.79,32,2697,529,1417,535,3.2546,,<1H OCEAN,3,,134100,157015
-120.6,34.91,44,711,140,384,116,2.1094,,NEAR OCEAN,2,,73800,158473
-122.69,38.44,31,1808,315,691,280,3.8583,,<1H OCEAN,3,,193200,185174
-117.33,33.97,8,152,19,1275,20,1.625,,INLAND,2,,162500,119775.01
-120.38,36.15,17,2279,448,1200,420,2.7461,,INLAND,2,,70000,78844
-117.05,32.76,46,1887,359,795,358,3.25,,NEAR OCEAN,3,,159600,174407
-118.03,34.1,32,2668,609,1512,541,2.9422,,INLAND,2,,233100,185581
-124.14,41.06,32,1020,215,421,198,3.0208,,NEAR OCEAN,3,,143400,92662
-118.22,34.14,52,1388,271,735,239,3.7404,,<1H OCEAN,3,,247700,266985
-118.31,33.72,26,2711,508,1372,459,4.1451,,NEAR OCEAN,3,,326700,324132.01
-120.71,38.85,8,1877,479,884,323,3.4688,,INLAND,3,,120100,136258
-120.98,39.08,20,4570,906,2125,815,3.0403,,INLAND,3,,148000,125627
-117.78,34.07,18,3610,772,2899,765,3.9784,,INLAND,3,,113500,162830
-118.27,34.06,30,1771,788,2188,764,1.5885,,<1H OCEAN,2,,154200,201890
-118.32,34.01,50,1842,377,817,341,3.1548,,<1H OCEAN,3,,157700,147423
-122.39,38,33,44,6,23,11,4.125,,NEAR BAY,3,,212500,250618.05
-117.9,33.66,4,456,91,623,84,6.6369,,<1H OCEAN,5,,192600,295605.02
-117.24,32.83,18,3109,501,949,368,7.4351,,NEAR OCEAN,5,,445700,363369.04
-121.94,38.27,35,10869,2226,9879,2152,2.5681,,INLAND,2,,81300,111375
-117.15,33.7,2,6305,1265,2489,1152,3.1319,,INLAND,3,,111500,138855
-118.53,34.18,16,7194,1976,3687,1894,3.1887,,<1H OCEAN,3,,189300,224360
-117.99,33.7,25,2017,357,1063,369,4.0345,,<1H OCEAN,3,,229400,207467
-122.43,37.77,52,2714,779,1438,733,3.6031,,NEAR BAY,3,,275000,397317.15
-122.21,37.47,33,1266,415,1991,334,2.92,,NEAR OCEAN,2,,202800,225898
-119.43,36.55,27,1621,323,882,324,2.75,,INLAND,2,,93500,81015
-118.09,34.17,36,2875,552,1131,458,4.3083,,INLAND,3,,269300,303676
-121.4,38.49,12,7290,1283,3960,1248,3.5968,,INLAND,3,,106300,121081
-117.04,32.64,5,2329,542,1213,514,4.0298,,NEAR OCEAN,3,,225600,155106
-119.69,36.25,35,2011,349,970,300,2.395,,INLAND,2,,94100,78891
-119.8,36.74,25,1717,542,1343,471,0.799,,INLAND,1,,51800,65991
-118.36,34.13,36,6871,1180,2216,1130,8.0499,,<1H OCEAN,5,,495600,493798.85
-118.23,34.14,39,277,89,182,91,2.3958,,<1H OCEAN,2,,175000,194219.08
